"","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","work>20hrsWk","report2sameSupervisor","trust_1","trust_2","trust_3","trust_4","trust_5","Empathy_1","Empathy_2","Empathy_3","Empathy_4","Empathy_5","Empathy_6","Empathy_7","Empathy_8","Empathy_9","Empathy_10","Empathy_11","Empathy_12","Empathy_13","Empathy_14","Empathy_15","PAIR_1","PAIR_2","PAIR_3","PAIR_4","PAIR_5","PAIR_6","PAIR_7","PAIR_8","PAIR_9","PAIR_10","PAIR_11","PAIR_12","PAIR_13","PAIR_14","PAIR_15","support_1","support_2","support_3","support_4","support_5","support_6","Communal_Strength_1","Communal_Strength_2","Communal_Strength_3","Communal_Strength_4","Communal_Strength_5","Communal_Strength_6","Communal_Strength_7","Communal_Strength_8","Communal_Strength_9","Communal_Strength_10","Listening_Styles_1","Listening_Styles_2","Listening_Styles_3","Listening_Styles_4","Listening_Styles_5","Listening_Styles_6","Listening_Styles_7","Listening_Styles_8","Listening_Styles_9","Listening_Styles_10","Listening_Styles_11","Listening_Styles_12","Listening_Styles_13","Listening_Styles_14","Listening_Styles_15","Listening_Styles_16","Listening_Styles_17","Listening_Styles_18","Listening_Styles_19","Listening_Styles_20","Listening_Styles_21","Listening_Styles_22","Listening_Styles_23","Listening_Styles_24","perspective_taking_1","perspective_taking_2","perspective_taking_3","perspective_taking_4","perspective_taking_5","perspective_taking_6","perspective_taking_7","perspective_taking_8","perspective_taking_9","perspective_taking_10","perspective_taking_11","perspective_taking_12","perspective_taking_13","perspective_taking_14","perspective_taking_15","perspective_taking_16","perspective_taking_17","perspective_taking_18","perspective_taking_19","perspective_taking_20","ActiveEmpathicListe_1","ActiveEmpathicListe_2","ActiveEmpathicListe_3","ActiveEmpathicListe_4","ActiveEmpathicListe_5","ActiveEmpathicListe_6","ActiveEmpathicListe_7","ActiveEmpathicListe_8","ActiveEmpathicListe_9","ActiveEmpathicListe_10","ActiveEmpathicListe_11","responsivness_1","responsivness_2","responsivness_3","responsivness_4","responsivness_5","responsivness_6","responsivness_7","responsivness_8","responsivness_9","responsivness_10","responsivness_11","responsivness_12","responsivness_13","responsivness_14","responsivness_15","responsivness_16","responsivness_17","responsivness_18","intimacy_1","intimacy_2","intimacy_3","intimacy_4","intimacy_5","intimacy_6","intimacy_7","intimacy_8","Rudeness_1","Rudeness_2","Rudeness_3","Rudeness_4","Rudeness_5","Rudeness_6","JDI_1","JDI_2","JDI_3","JDI_4","JDI_5","JDI_6","JDI_7","JDI_8","JDI_9","JDI_10","JDI_11","JDI_12","JDI_13","JDI_14","JDI_15","JDI_16","JDI_17","JDI_18","SWMSS_1","SWMSS_2","SWMSS_3","SWMSS_4","SWMSS_5","SWMSS_6","SWMSS_7","SWMSS_8","SWMSS_9","SWMSS_10","SWMSS_11","SWMSS_12","SWMSS_13","SWMSS_14","SWMSS_15","Incivility_1","Incivility_2","Incivility_3","Incivility_4","Incivility_5","Incivility_6","Incivility_7","Respect_1","Respect_2","Respect_3","Respect_4","Respect_5","Respect_6","Respect_7","Respect_8","Respect_9","Respect_10","Respect_11","Respect_12","Respect_13","Respect_14","Respect_15","Respect_16","Respect_17","Respect_18","Respect_19","Respect_20","PRI_1","PRI_2","PRI_3","PRI_4","PRI_5","PRI_6","PRI_7","PRI_8","PRI_9","PRI_10","PRI_11","PRI_12","PRI_13","PRI_14","PRI_15","PRI_16","Autonomy_Support_1","Autonomy_Support_2","Autonomy_Support_3","Autonomy_Support_4","Autonomy_Support_5","Autonomy_Support_6","Autonomy_Support_7","Autonomy_Support_8","Autonomy_Support_9","Autonomy_Support_10","Autonomy_Support_11","Autonomy_Support_12","Autonomy_Support_13","Autonomy_Support_14","Autonomy_Support_15","Autonomy_Support_16","Autonomy_Support_17","Autonomy_Support_18","Autonomy_Support_19","Autonomy_Support_20","Autonomy_Support_21","Humility_1","Humility_2","Humility_3","Humility_4","Humility_5","Humility_6","Humility_7","Humility_8","Humility_9","Listening_1","Listening_2","Listening_3","Listening_4","Listening_5","FLS_1","FLS_2","FLS_3","FLS_4","FLS_5","FLS_6","FLS_7","FLS_8","FLS_9","FLS_10","FLS_11","FLS_12","FLS_13","FLS_14","FLS_15","FLS_16","FLS_17","FLS_18","FLS_19","FLS_20","Age","gender","supervisorGender","yearsWithBoss","occupation","yearsProfessionalExperience","tenure","SWL_1","SWL_2","SWL_3","SWL_4","SWL_5","credit","id","SC0","Source","Hebrew/English","ID","consent"
"617",2019-06-02 16:58:46,2019-06-02 16:59:43,0,9,56,0,2019-06-09 16:59:50,"R_2Vr2aQqlmda8GuM","anonymous","HE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Business",1,NA,NA
"618",2019-06-11 12:09:30,2019-06-11 12:41:27,0,100,1916,1,2019-06-11 12:41:28,"R_sbSSE45J0qSixwd","anonymous","HE",1,1,10,11,2,10,1,9,1,10,1,8,9,2,9,2,1,1,7,1,6,9,9,6,6,3,7,8,3,1,1,1,1,1,1,1,1,4,3,9,9,1,9,6,8,6,8,3,8,8,4,8,3,4,8,3,9,4,7,1,1,1,1,2,1,1,2,3,1,6,7,2,2,1,1,2,5,3,3,1,1,2,2,2,6,6,4,3,5,7,5,4,2,3,7,1,3,8,10,4,8,2,2,9,9,9,8,2,8,8,4,4,6,3,3,4,7,3,9,5,7,7,9,5,8,11,6,2,2,3,10,9,6,3,9,11,10,1,1,1,9,3,2,8,5,9,8,1,5,8,1,6,9,1,7,2,8,1,10,7,8,10,7,6,9,9,6,7,7,8,10,5,10,1,1,1,1,3,2,1,10,3,9,8,1,1,1,1,10,1,7,8,1,10,7,1,7,2,6,1,10,10,10,9,9,9,9,6,1,1,1,1,1,1,1,1,7,9,10,1,6,6,10,11,1,1,1,9,1,1,1,8,8,5,1,2,1,1,9,7,9,8,9,6,9,9,7,7,8,7,6,7,9,8,9,1,9,8,7,9,9,1,1,2,1,1,1,1,3,1,1,21,2,1,0.6,16,0.9,1,6,6,6,5,6,1,NA,140,"Business",1,"3773",NA
"619",2019-06-11 15:54:14,2019-06-11 15:54:30,0,100,15,1,2019-06-11 15:54:31,"R_2tDNNANsRSPex5b","anonymous","HE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Business",1,NA,NA
"620",2019-06-11 15:55:43,2019-06-11 16:06:43,0,100,659,1,2019-06-11 16:06:44,"R_1gd8esnmFgssqHb","anonymous","HE",1,1,4,3,6,3,5,6,7,7,7,6,6,6,5,6,8,7,7,6,7,6,7,5,6,6,6,6,6,6,7,6,6,7,6,6,3,4,6,8,7,6,7,5,7,7,6,8,5,7,7,6,5,7,6,7,6,8,7,6,7,7,4,6,6,7,8,6,7,7,6,5,6,5,6,4,6,5,5,5,7,7,8,4,6,7,6,7,5,7,5,5,7,6,6,7,6,7,8,6,6,6,7,8,6,7,7,6,8,9,8,10,9,8,9,9,9,6,8,8,8,9,9,7,8,8,8,8,9,8,6,7,6,7,7,9,8,3,2,2,7,2,2,4,8,6,8,5,5,6,2,6,9,1,7,8,5,1,6,8,6,10,8,10,8,9,8,8,7,9,6,7,7,6,5,4,6,3,5,6,7,2,7,7,2,3,3,3,7,4,6,3,3,1,6,1,8,3,7,3,8,9,8,9,8,9,9,9,8,6,9,4,8,3,4,3,8,7,3,9,6,8,7,7,7,3,4,7,9,3,5,7,4,2,2,7,8,7,5,4,7,6,6,5,7,7,6,5,6,6,5,6,4,7,5,4,7,7,5,7,7,7,6,6,6,3,5,4,4,4,5,21,1,1,1.2,12,2.2,2,5,5,6,4,5,1,NA,130,"Business",1,"2589",NA
"621",2019-06-06 13:33:30,2019-06-06 13:33:45,0,3,14,0,2019-06-13 13:34:00,"R_2tbMV4VrVnq86gE","anonymous","HE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Business",1,NA,NA
"622",2019-06-14 00:24:37,2019-06-14 00:25:11,0,100,33,1,2019-06-14 00:25:11,"R_3oO89Mj8iQeHWSm","anonymous","HE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Business",1,NA,NA
"623",2019-06-14 00:25:19,2019-06-14 00:25:51,0,100,32,1,2019-06-14 00:25:52,"R_3kNUyHotOeTL4fI","anonymous","HE",1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Business",1,NA,NA
"624",2019-06-14 00:25:55,2019-06-14 00:48:44,0,100,1368,1,2019-06-14 00:48:44,"R_1nTIJWDDD8pbmHd","anonymous","HE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,1,7,10,10,10,1,11,10,1,8,11,1,11,1,8,1,6,11,7,8,8,8,8,11,11,10,9,9,9,7,7,1,1,2,3,1,2,4,10,8,10,10,3,1,1,2,6,6,8,4,2,11,3,1,10,7,8,4,5,7,6,4,11,10,8,5,3,3,1,1,11,6,4,2,8,11,5,5,3,7,8,4,2,2,4,8,9,2,2,6,11,10,3,10,7,7,3,2,8,7,8,2,5,4,5,10,9,11,6,4,3,7,4,5,4,8,5,10,8,3,4,2,4,2,7,6,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,"Business",1,"0208",NA
"625",2019-06-14 00:36:03,2019-06-14 00:58:23,0,100,1340,1,2019-06-14 00:58:24,"R_2Et694RxEdbQH4e","anonymous","HE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,10,6,10,9,8,8,8,11,9,10,2,2,3,2,6,9,5,8,3,4,7,8,5,7,4,2,10,6,2,2,7,2,6,3,10,10,4,11,10,2,8,10,3,8,9,8,10,10,9,10,10,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,11,10,2,2,2,2,10,2,10,10,2,10,10,2,11,10,10,2,4,7,4,8,8,8,4,6,9,6,5,7,5,3,3,6,10,9,9,3,8,9,10,7,5,3,4,7,6,9,4,7,3,5,8,2,6,9,8,9,10,10,8,9,10,11,8,10,10,11,10,10,6,10,10,11,11,11,11,11,11,1,9,1,2,1,2,1,1,1,1,20,NA,1,2.5,15,3.5,1,5,6,7,2,6,1,NA,67,"Business",1,"5498",NA
"626",2019-06-08 19:33:07,2019-06-08 19:33:17,0,3,10,0,2019-06-15 19:33:27,"R_3CEfdKW4RwSoLot","anonymous","HE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Business",1,NA,NA
"627",2019-06-17 08:14:14,2019-06-17 08:15:11,0,100,57,1,2019-06-17 08:15:12,"R_2xSoZ2tlSEmkUEN","anonymous","HE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Business",1,NA,NA
"628",2019-06-17 08:15:19,2019-06-17 08:48:32,0,100,1992,1,2019-06-17 08:48:32,"R_2b3FQ0ZFWpVqla0","anonymous","HE",1,1,5,3,5,6,3,5,4,9,6,4,3,3,5,1,3,8,1,7,11,7,6,6,8,9,4,8,6,6,4,6,8,4,10,4,6,6,8,8,7,7,8,7,10,7,7,6,8,6,6,7,6,5,6,4,6,9,5,6,6,7,7,6,7,5,9,7,6,9,7,4,5,5,5,4,8,7,7,7,6,8,8,2,4,9,8,6,5,5,4,5,5,7,5,6,4,4,4,8,5,7,7,9,6,7,7,9,7,6,5,4,5,5,8,6,8,3,7,6,7,8,7,5,9,7,9,4,8,9,8,7,10,7,9,9,10,1,4,1,6,4,2,9,5,8,6,1,5,8,2,2,9,1,8,4,8,1,7,4,6,5,5,7,9,6,7,9,4,9,7,7,8,1,1,3,5,1,1,6,7,2,7,7,3,3,5,6,7,3,6,8,4,4,3,2,3,3,5,3,6,7,6,7,8,7,7,5,6,2,6,2,6,5,6,5,6,6,5,3,3,8,8,5,7,2,5,8,6,2,7,6,8,7,1,5,3,3,6,7,8,7,5,8,8,7,9,8,7,9,8,7,8,9,5,7,7,7,6,7,9,1,5,1,5,3,4,3,4,5,5,24,1,1,1.3,11,6.1,2,5,4,5,4,3,1,NA,123,"Business",1,"2666",NA
"629",2019-06-17 10:31:16,2019-06-17 10:56:20,0,100,1503,1,2019-06-17 10:56:21,"R_yx3WjBrh2Nkjy1j","anonymous","HE",1,1,9,9,6,9,6,4,3,9,6,8,7,3,6,1,1,3,9,3,6,7,6,6,9,6,9,9,2,3,1,3,1,1,5,3,3,6,9,9,9,4,9,9,9,9,9,9,9,3,9,9,3,9,9,9,9,9,9,9,9,9,9,9,8,9,6,5,5,3,7,6,6,6,6,6,6,9,3,9,3,6,9,3,9,6,3,9,2,9,7,3,9,11,3,9,9,9,6,9,9,8,9,8,8,8,9,8,11,9,6,7,6,11,11,6,3,11,6,6,9,9,9,7,11,11,11,9,9,8,11,9,8,8,11,11,11,1,1,1,11,3,1,11,11,11,11,1,3,11,1,6,11,1,11,9,11,1,11,10,11,11,11,10,11,11,9,11,11,11,11,11,11,1,1,1,1,1,1,1,10,1,9,9,2,1,1,1,9,1,9,11,1,9,9,1,9,1,9,1,8,9,11,9,8,9,9,9,1,3,1,3,1,1,3,1,6,9,9,1,1,9,9,9,6,6,6,9,6,1,3,9,9,1,3,1,3,6,11,11,11,11,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,11,11,9,1,1,3,1,1,1,1,1,1,1,22,2,2,0.9,16,3,1,1,3,5,1,4,1,NA,170,"Business",1,"7005",NA
